iIdActivo,sDescripcion,vDescripcionExtendida,sMarca,sModelo,vNumerodeSerie,sFamilia,vFactura,sProveedor,dFechaAdquisicion,dValorAdquisicion,sClase,sUso,sEstadoFisico,sUbicacion,vResponsable,bTieneGarantia,dFechaDesdeG,dFechaHastaG,bEgresado,vUsuarioAut,vMotivoEgreso,sCondicion,dFechaEgreso
1,299,CUERO NEGRO GIRATORIA,157,146,,4,SF,1,2007-06-05 00:00:00,40.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2014-10-13 10:47:00
2,62,NEGRA,15,53,,6,SF,1,2007-06-05 00:00:00,10.00,1,1,1,8,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
3,234,GRIS CON NEGRO SERVIDOR,75,147,ZF-5510647355,7,SF,1,2007-06-05 00:00:00,15.00,1,1,1,17,vherreria,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
4,86,TITULO PROFESIONAL,52,146,,1,SF,1,2007-06-05 00:00:00,10.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2012-11-15 11:35:00
5,171,DICCION ESPECIALIDAD ODONT T. PLM ED 2007,157,146,,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2010-01-26 10:37:00
6,1,BLANCO PLASTICO,195,146,,3,SF,1,2007-06-05 00:00:00,6.00,1,1,1,2,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
7,340,MADERA GRANDE,46,146,,3,SF,1,2007-06-05 00:00:00,1.57,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2008-12-15 09:40:00
8,164,METALICO,85,146,,3,SF,1,2007-06-05 00:00:00,17.00,1,1,1,2,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
9,244,METALICO,45,146,,3,SF,1,2007-06-05 00:00:00,1.70,1,1,1,2,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
10,102,PLASTICA CELESTE ,157,146,,3,SF,1,2007-06-05 00:00:00,1.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2010-01-26 10:37:00
11,92,METALICA RIGIDA,157,146,,3,SF,1,2007-06-05 00:00:00,1.50,1,1,1,2,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
12,157,TRANSPARENTES,1,146,,3,SF,1,2007-06-05 00:00:00,6.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:42:00
13,1,PLASTICO AZUL ,65,146,,3,SF,1,2007-06-05 00:00:00,6.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:15:00
14,25,CAFÉ-BEIGE,39,163,96018,5,SF,1,2007-06-05 00:00:00,150.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
15,150,METALICO,106,146,,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,3,gcastro,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
16,206,METALICO,106,146,,3,SF,1,2007-06-05 00:00:00,2.68,1,1,1,3,gcastro,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
17,279,METALICO,175,146,,3,SF,1,2007-06-05 00:00:00,100.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
18,219,GRIS,128,76,A4722254,5,SF,1,2007-06-05 00:00:00,200.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
19,121,FINO,45,146,,3,SF,1,2007-06-05 00:00:00,4.00,1,1,1,18,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
20,121,CORTO,158,29,,3,SF,1,2007-06-05 00:00:00,4.00,1,1,1,18,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
21,298,PEQUEÑO,74,135,,3,SF,1,2007-06-05 00:00:00,20.00,1,1,1,1,susana,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
22,150,METALICO,106,146,,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
23,206,METALICO,106,146,,3,SF,1,2007-06-05 00:00:00,2.68,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
24,54,DE ENDODONCIA METALICA  CUADRADA,157,146,,3,SF,1,2007-06-05 00:00:00,15.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
25,1,MEDIUM AZUL ,157,146,,3,SF,1,2007-06-05 00:00:00,4.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2011-12-21 09:59:00
26,112,METALICO,157,146,,3,SF,1,2007-06-05 00:00:00,1.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2011-06-20 12:15:00
27,112,METALICO,157,146,,3,SF,1,2007-06-05 00:00:00,1.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
28,36,METALICO,111,146,,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
29,36,METALICO,111,146,,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
30,36,METALICO,157,146,,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
31,36,METALICO,157,146,,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
32,39,METALICO,157,146,,3,SF,1,2007-06-05 00:00:00,4.00,1,1,1,15,Parrobo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,NULL,1,2008-02-02 10:29:00
33,42,PORTA INSTRUMENTAL METALICO,157,146,,3,SF,1,2007-06-05 00:00:00,4.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
34,42,PORTA INSTRUMENTAL METALICO,157,146,,3,SF,1,2007-06-05 00:00:00,4.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2010-01-26 10:38:00
35,42,PORTA INSTRUMENTAL METALICO,157,146,,3,SF,1,2007-06-05 00:00:00,4.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2016-02-12 10:06:00
36,50,METALICO,47,146,,3,SF,1,2007-06-05 00:00:00,1.50,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
37,1,MEDIUM AZUL ,157,146,,3,SF,1,2007-06-05 00:00:00,4.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2008-05-09 10:41:00
38,39,DOBLE PUNTA EXTRACTOR DE CORONA,107,146,,3,SF,1,2007-06-05 00:00:00,4.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2013-05-29 10:08:00
39,203,GRANDE CON FILO NEGRO,173,146,,1,SF,1,2007-06-05 00:00:00,16.34,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
40,26,Ninguno,197,146,,1,SF,1,2007-06-05 00:00:00,20.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
41,313,METALICO TAMBOR,157,146,,1,SF,1,2007-06-05 00:00:00,24.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:17:00
42,313,METALICO 12 LITRES,166,170,PA,1,SF,1,2007-06-05 00:00:00,24.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2012-03-20 12:12:00
43,117,PLASTICO BLANCO,63,146,PA,1,SF,1,2007-06-05 00:00:00,15.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
44,119,PLASTICO BLANCO,63,146,PA,1,SF,1,2007-06-05 00:00:00,22.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2013-07-10 10:49:00
45,311,VERDE,157,146,PA,1,SF,1,2007-06-05 00:00:00,6.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
46,313,ALAMBRE,157,146,PA,1,SF,1,2007-06-05 00:00:00,24.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
47,314,CORTO PUNZANTE,157,146,PA,1,SF,1,2007-06-05 00:00:00,8.00,1,1,1,4,mmiranda,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
48,321,NEGRO,163,146,1565056,7,SF,1,2007-06-05 00:00:00,12.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
49,284,BLANCA 6 PIES,71,155,1007105,6,SF,1,2007-06-05 00:00:00,220.00,1,1,1,2,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
50,221,MEDIANO  BLANCO,157,146,PA,4,SF,1,2007-06-05 00:00:00,80.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2012-10-30 11:52:00
51,34,MADERA BLANCO,157,146,PA,4,SF,1,2007-06-05 00:00:00,50.00,1,1,1,2,JAQUISHPE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
52,299,YUTE AZUL,157,146,PA,4,SF,1,2007-06-05 00:00:00,20.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2012-11-22 11:11:00
53,291,CELESTE DE PARED,157,137,5168,1,SF,1,2007-06-05 00:00:00,12.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
54,300,CELESTE,76,102,4326161018,5,SF,1,2007-06-05 00:00:00,2200.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
55,169,BLANCA,76,128,4326217010,5,SF,1,2007-06-05 00:00:00,538.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
56,137,BLANCA,76,144,4326235013,5,SF,1,2007-06-05 00:00:00,537.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
57,330,BLANCA,76,50,4322063005,5,SF,1,2007-06-05 00:00:00,450.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
58,312,CELESTE,76,146,PA,5,SF,1,2007-06-05 00:00:00,291.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
59,308,KIT EYECTOR PARA BOMBA DE SUCCION,76,93,4308364007,5,SF,1,2007-06-05 00:00:00,150.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
60,170,BLANCA,42,106,6810419,5,SF,1,2007-06-05 00:00:00,250.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
61,146,BLANCO,157,75,911675,5,SF,1,2007-06-05 00:00:00,200.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
62,331,GRIS,128,125,B0319423,5,SF,1,2007-06-05 00:00:00,151.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
63,241,GRIS,128,77,E2471376,5,SF,1,2007-06-05 00:00:00,110.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
64,219,GRIS,126,76,09404743,5,SF,1,2007-06-05 00:00:00,200.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
65,240,GRIS,128,72,D2899341,5,SF,1,2007-06-05 00:00:00,80.00,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
66,51,GRIS,128,112,04Z49934,5,SF,1,2007-06-05 00:00:00,32.48,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
67,72,GRIS 25K,12,13,M01091,5,SF,1,2007-06-05 00:00:00,400.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
68,1,BLANCO ,157,100,PA,3,SF,1,2007-06-05 00:00:00,4.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2008-12-12 10:28:00
69,1,ROJO,157,100,PA,3,SF,1,2007-06-05 00:00:00,4.50,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:15:00
70,1,BLANCO ,157,144,PA,3,SF,1,2007-06-05 00:00:00,4.50,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
71,115,METALICO PEQUEÑO,66,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:27:00
72,50,METALICO,47,146,PA,3,SF,1,2007-06-05 00:00:00,1.50,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
73,244,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,1.70,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
74,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
75,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2013-05-29 10:08:00
76,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
77,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
78,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
79,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
80,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
81,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
82,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
83,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
84,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
85,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
86,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
87,249,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
88,249,METALICO,45,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
89,249,METALICO,45,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
90,249,METALICO,47,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
91,249,METALICO,46,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
92,249,METALICO,46,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
93,294,METALICO,166,146,PA,3,SF,1,2007-06-05 00:00:00,8.00,1,1,1,18,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
94,307,2 EN 1 METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,1.90,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
95,324,SACA PUNTOS METALICO,46,146,PA,3,SF,1,2007-06-05 00:00:00,2.90,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
96,324,SACA PUNTOS METALICO,46,146,PA,3,SF,1,2007-06-05 00:00:00,2.90,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2010-01-26 10:38:00
97,337,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,1.56,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
98,337,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,1.56,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
99,150,METALICO # 6 - 4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
100,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
101,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
102,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
103,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
104,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
105,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
106,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2010-01-15 09:45:00
107,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
108,50,METALICO,47,146,PA,3,SF,1,2007-06-05 00:00:00,1.50,1,1,1,5,CPISCO,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
109,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
110,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
111,150,METALICO # 6-4,106,150,PA,3,SF,1,2007-06-05 00:00:00,7.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
112,164,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,17.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
113,164,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,17.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
114,123,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
115,1,ALAMBRE-CAFÉ-TRANSPARENTE,92,146,PA,3,SF,1,2007-06-05 00:00:00,16.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:15:00
116,1,ALAMBRE-BLANCO,157,146,PA,3,SF,1,2007-06-05 00:00:00,4.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:15:00
117,279,PUNTAS CURVAS,139,71,6152,3,SF,1,2007-06-05 00:00:00,100.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2016-02-15 10:23:00
118,340,PEQUEÑA,111,146,PA,3,SF,1,2007-06-05 00:00:00,1.57,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
119,340,GRANDE,157,146,PA,3,SF,1,2007-06-05 00:00:00,1.57,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
120,268,METALICO REDONDO,74,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:08:00
121,268,METALICO REDONDO,74,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:05:00
122,268,PEQUEÑO METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,D,1,2013-05-29 10:08:00
123,268,METALICO REDONDO PEQUEÑO,74,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:07:00
124,268,PLASTICO,165,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 10:10:00
125,115,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
126,267,METALICO,74,146,PA,3,SF,1,2007-06-05 00:00:00,3.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
127,316,METALICO GRANDE,74,146,PA,3,SF,1,2007-06-05 00:00:00,13.00,1,1,1,6,edelpozo,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
128,202,TRANSPARENTE  ,157,146,PA,3,SF,1,2007-06-05 00:00:00,19.00,1,1,1,19,gquishpe,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
129,202,TRANSPARENTE  ,157,146,PA,3,SF,1,2007-06-05 00:00:00,19.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:46:00
130,157,TRANSPARENTE PLOMO-NEGRO,157,153,PA,3,SF,1,2007-06-05 00:00:00,6.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:44:00
131,157,TRANSPARENTE AZUL-BLANCO-ROJO,157,146,PA,3,SF,1,2007-06-05 00:00:00,6.50,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2018-07-31 09:43:00
132,215,VIDRIO TAPA-AZUL,157,146,PA,3,SF,1,2007-06-05 00:00:00,2.50,1,1,1,15,NQUINDE,0,2007-06-05 00:00:00,2007-06-05 00:00:00,0,NULL,NULL,1,NULL
133,264,METALICA SACA BANDEJA,58,146,PA,3,SF,1,2007-06-05 00:00:00,2.00,1,1,1,15,Andrea,0,2007-06-05 00:00:00,2007-06-05 00:00:00,1,parrobo,R,1,2013-01-29 10:50:00
